Date,Price
2015-01-02,18.200990676879883
2015-01-05,17.898534774780273
2015-01-06,17.581445693969727
2015-01-07,17.39607048034668
2015-01-08,17.625349044799805
2015-01-09,17.366796493530273
2015-01-12,16.927749633789062
2015-01-13,16.996047973632812
2015-01-14,16.883846282958984
2015-01-15,16.59114646911621
2015-01-16,16.556997299194336
2015-01-20,16.425281524658203
2015-01-21,16.669198989868164
2015-01-22,16.961896896362305
2015-01-23,17.049707412719727
2015-01-26,17.06922149658203
2015-01-27,16.966773986816406
2015-01-28,16.517972946166992
2015-01-29,16.60578155517578
2015-01-30,16.29357147216797
2015-02-02,16.38625717163086
2015-02-03,16.72286033630371
2015-02-04,16.5472412109375
2015-02-05,17.903409957885742
2015-02-06,18.32782745361328
2015-02-09,18.669309616088867
2015-02-10,18.654674530029297
2015-02-11,18.942493438720703
2015-02-12,19.244951248168945
2015-02-13,19.249826431274414
2015-02-17,18.996156692504883
2015-02-18,18.732725143432617
2015-02-19,18.874195098876953
2015-02-20,18.91322135925293
2015-02-23,18.95224952697754
2015-02-24,19.283973693847656
2015-02-25,19.454715728759766
2015-02-26,19.56203842163086
2015-02-27,19.69375228881836
2015-03-02,19.58643341064453
2015-03-03,19.46935272216797
2015-03-04,19.34251594543457
2015-03-05,19.293731689453125
2015-03-06,19.410812377929688
2015-03-09,19.523014068603516
2015-03-10,19.235193252563477
2015-03-11,19.61570167541504
2015-03-12,19.820589065551758
2015-03-13,19.49862289428711
2015-03-16,19.58155059814453
2015-03-17,19.47422981262207
2015-03-18,19.459596633911133
2015-03-19,19.38642120361328
2015-03-20,20.15719223022461
2015-03-23,19.840103149414062
2015-03-24,19.66448211669922
2015-03-25,19.137624740600586
2015-03-26,19.00103187561035
2015-03-27,18.796142578125
2015-03-30,18.91322135925293
2015-03-31,19.166894912719727
2015-04-01,18.796142578125
2015-04-02,18.059518814086914
2015-04-06,18.015615463256836
2015-04-07,17.874143600463867
2015-04-08,17.898534774780273
2015-04-09,17.966833114624023
2015-04-10,18.025373458862305
2015-04-13,17.849750518798828
2015-04-14,18.157087326049805
2015-04-15,18.22538185119629
2015-04-16,18.205869674682617
2015-04-17,18.186357498168945
2015-04-20,18.493688583374023
2015-04-21,18.44002914428711
2015-04-22,18.45954132080078
2015-04-23,18.38636589050293
2015-04-24,19.957183837890625
2015-04-27,19.542524337768555
2015-04-28,19.87425422668457
2015-04-29,19.483985900878906
2015-04-30,19.464473724365234
2015-05-01,19.566917419433594
2015-05-04,19.66448211669922
2015-05-05,19.87425422668457
2015-05-06,20.025482177734375
2015-05-07,20.074262619018555
2015-05-08,20.17182731628418
2015-05-11,20.22549057006836
2015-05-12,20.04499053955078
2015-05-13,20.249879837036133
2015-05-14,20.747468948364258
2015-05-15,20.747468948364258
2015-05-18,21.142610549926758
2015-05-19,21.396286010742188
2015-05-20,21.22066879272461
2015-05-21,21.02065658569336
2015-05-22,20.552337646484375
2015-05-26,20.508434295654297
2015-05-27,20.97675132751465
2015-05-28,20.93772315979004
2015-05-29,20.69380760192871
2015-06-01,21.010896682739258
2015-06-02,20.83527946472168
2015-06-03,20.97675132751465
2015-06-04,20.874305725097656
2015-06-05,21.245058059692383
2015-06-08,21.02553367614746
2015-06-09,21.049922943115234
2015-06-10,21.25969696044922
2015-06-11,21.3182315826416
2015-06-12,21.16700553894043
2015-06-15,20.93772315979004
2015-06-16,20.884061813354492
2015-06-17,20.825519561767578
2015-06-18,21.084074020385742
2015-06-19,21.030412673950195
2015-06-22,21.191394805908203
2015-06-23,21.006023406982422
2015-06-24,20.19134521484375
2015-06-25,20.18158531188965
2015-06-26,20.05962562561035
2015-06-29,19.576675415039062
2015-06-30,19.679119110107422
2015-07-01,19.92791175842285
2015-07-02,19.737659454345703
2015-07-06,19.264463424682617
2015-07-07,19.108356475830078
2015-07-08,18.654674530029297
2015-07-09,18.801023483276367
2015-07-10,19.688879013061523
2015-07-13,20.366962432861328
2015-07-14,20.24012565612793
2015-07-15,19.5961856842041
2015-07-16,19.51813507080078
2015-07-17,19.410812377929688
2015-07-20,19.030303955078125
2015-07-21,19.391300201416016
2015-07-22,20.625511169433594
2015-07-23,20.435256958007812
2015-07-24,20.34256935119629
2015-07-27,20.020601272583008
2015-07-28,20.449893951416016
2015-07-29,20.791372299194336
2015-07-30,20.601118087768555
2015-07-31,20.552337646484375
2015-08-03,20.484037399291992
2015-08-04,20.72307777404785
2015-08-05,20.508434295654297
2015-08-06,19.962059020996094
2015-08-07,19.435203552246094
2015-08-10,19.942546844482422
2015-08-11,20.108409881591797
2015-08-12,19.659603118896484
2015-08-13,19.92791175842285
2015-08-14,20.5230655670166
2015-08-17,20.142562866210938
2015-08-18,20.142562866210938
2015-08-19,19.888887405395508
2015-08-20,19.347394943237305
2015-08-21,19.113235473632812
2015-08-24,18.45954132080078
2015-08-25,17.85462760925293
2015-08-26,18.396120071411133
2015-08-27,18.4107608795166
2015-08-28,18.079030990600586
2015-08-31,18.38636589050293
2015-09-01,17.898534774780273
2015-09-02,18.38636589050293
2015-09-03,18.776634216308594
2015-09-04,18.396120071411133
2015-09-08,18.752235412597656
2015-09-09,18.522958755493164
2015-09-10,18.69369888305664
2015-09-11,18.576618194580078
2015-09-14,18.493688583374023
2015-09-15,18.883949279785156
2015-09-16,19.030303955078125
2015-09-17,19.201045989990234
2015-09-18,18.996156692504883
2015-09-21,19.04006004333496
2015-09-22,18.54734992980957
2015-09-23,18.288799285888672
2015-09-24,17.98146629333496
2015-09-25,17.932680130004883
2015-09-28,17.664377212524414
2015-09-29,17.77657699584961
2015-09-30,17.76194190979004
2015-10-01,17.7473087310791
2015-10-02,18.04000473022461
2015-10-05,18.75712013244629
2015-10-06,18.727848052978516
2015-10-07,18.874195098876953
2015-10-08,18.966888427734375
2015-10-09,19.63033676147461
2015-10-12,19.49862289428711
2015-10-13,18.776634216308594
2015-10-14,18.869319915771484
2015-10-15,19.25470733642578
2015-10-16,19.171775817871094
2015-10-19,19.171775817871094
2015-10-20,19.098600387573242
2015-10-21,18.957130432128906
2015-10-22,18.674184799194336
2015-10-23,19.025426864624023
2015-10-26,19.137624740600586
2015-10-27,18.1375732421875
2015-10-28,18.054641723632812
2015-10-29,19.7181453704834
2015-10-30,19.503498077392578
2015-11-02,19.449838638305664
2015-11-03,19.27421760559082
2015-11-04,18.99127769470215
2015-11-05,19.00103187561035
2015-11-06,19.12299156188965
2015-11-09,18.81566047668457
2015-11-10,19.00103187561035
2015-11-11,18.82541847229004
2015-11-12,18.38636589050293
2015-11-13,18.4107608795166
2015-11-16,18.43027114868164
2015-11-17,18.46441650390625
2015-11-18,18.84004783630371
2015-11-19,18.932737350463867
2015-11-20,18.976642608642578
2015-11-23,18.942493438720703
2015-11-24,18.97176170349121
2015-11-25,18.9229793548584
2015-11-27,19.00591278076172
2015-11-30,18.796142578125
2015-12-01,18.947370529174805
2015-12-02,18.737606048583984
2015-12-03,18.054641723632812
2015-12-04,17.98146629333496
2015-12-07,17.391193389892578
2015-12-08,17.127761840820312
2015-12-09,16.90823745727539
2015-12-10,17.14727210998535
2015-12-11,16.913110733032227
2015-12-14,16.82042694091797
2015-12-15,16.888721466064453
2015-12-16,16.854576110839844
2015-12-17,16.566755294799805
2015-12-18,15.46425724029541
2015-12-21,15.478890419006348
2015-12-22,15.908182144165039
2015-12-23,16.313079833984375
2015-12-24,16.264301300048828
2015-12-28,16.186248779296875
2015-12-29,16.2838134765625
2015-12-30,16.12770652770996
2015-12-31,16.074045181274414
2016-01-04,15.634995460510254
2016-01-05,15.727685928344727
2016-01-06,15.410594940185547
2016-01-07,14.844710350036621
2016-01-08,14.742265701293945
2016-01-11,14.547131538391113
2016-01-12,14.298338890075684
2016-01-13,14.371512413024902
2016-01-14,14.400784492492676
2016-01-15,14.439810752868652
2016-01-19,14.234920501708984
2016-01-20,14.142231941223145
2016-01-21,13.927586555480957
2016-01-22,14.395905494689941
2016-01-25,14.151989936828613
2016-01-26,14.781291961669922
2016-01-27,14.420297622680664
2016-01-28,14.459321975708008
2016-01-29,14.864222526550293
2016-02-01,14.883736610412598
2016-02-02,14.581280708312988
2016-02-03,14.698359489440918
2016-02-04,16.074045181274414
2016-02-05,16.70822525024414
2016-02-08,17.230205535888672
2016-02-09,17.4789981842041
2016-02-10,17.791210174560547
2016-02-11,17.274110794067383
2016-02-12,17.527782440185547
2016-02-16,17.75706672668457
2016-02-17,17.80584716796875
