Date,Price
2015-01-02,0.0004268389311619103
2015-01-05,0.0004168773884885013
2015-01-06,0.0004174119094386697
2015-01-07,0.0004157111106906086
2015-01-08,0.0004298516141716391
2015-01-09,0.0004338848521001637
2015-01-12,0.0004496774636209011
2015-01-13,0.00043995893793180585
2015-01-14,0.000446033023763448
2015-01-15,0.0004448668332770467
2015-01-16,0.00046930895769037306
2015-01-19,0.0004595904320012778
2015-01-20,0.000471155479317531
2015-01-21,0.0004618742677848786
2015-01-22,0.0004988047294318676
2015-01-23,0.0004908355767838657
2015-01-26,0.0005057535017840564
2015-01-27,0.0004927792469970882
2015-01-28,0.0004798535956069827
2015-01-29,0.00048821160453371704
2015-01-30,0.0005010886816307902
2015-02-02,0.0004984160186722875
2015-02-03,0.0004906897665932775
2015-02-04,0.0005004083504900336
2015-02-05,0.0004938482888974249
2015-02-06,0.0004863650246988982
2015-02-09,0.00046926032518967986
2015-02-10,0.0004766464699059725
2015-02-11,0.0004638665996026248
2015-02-12,0.0004561403766274452
2015-02-13,0.000465761695522815
2015-02-16,0.00046940610627643764
2015-02-17,0.00047586896107532084
2015-02-18,0.00048286636592820287
2015-02-19,0.0004981245147064328
2015-02-20,0.0005037612281739712
2015-02-23,0.0005054620560258627
2015-02-24,0.0005047817248851061
2015-02-25,0.0004933623713441193
2015-02-26,0.0004979301011189818
2015-02-27,0.0004988047294318676
2015-03-02,0.000510078330989927
2015-03-03,0.0005004568956792355
2015-03-04,0.000505219039041549
2015-03-05,0.0005177074344828725
2015-03-06,0.0005075514782220125
2015-03-09,0.0004985617124475539
2015-03-10,0.0005089606274850667
2015-03-11,0.0004969096626155078
2015-03-12,0.0005060937255620956
2015-03-13,0.0005054620560258627
2015-03-16,0.0005026921862736344
2015-03-17,0.0005055591464042664
2015-03-18,0.0005042958073318005
2015-03-19,0.0005015259375795722
2015-03-20,0.0005150347133167088
2015-03-23,0.000524753297213465
2015-03-24,0.0005437044892460108
2015-03-25,0.0005313133005984128
2015-03-26,0.0005280576297082007
2015-03-27,0.0005330141284503043
2015-03-30,0.0005258708843030035
2015-03-31,0.0005290780100040138
2015-04-01,0.0005375331966206431
2015-04-02,0.0007132883183658123
2015-04-07,0.0007162219844758511
2015-04-08,0.0006959528545849025
2015-04-09,0.0006966863293200731
2015-04-10,0.0007098880014382303
2015-04-13,0.0006929524824954569
2015-04-14,0.0006994865834712982
2015-04-15,0.0007177555235102773
